,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
9001,0,0.0,2,861.0,12,2250.35,0.014285714,0.030952381,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,True,False
11268,0,0.0,0,0.0,55,1933.423611,0.001818182,0.017355372,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
9085,0,0.0,0,0.0,8,1102.5,0.04,,0.0,0.0,Dec,1,1,6,2,Returning_Visitor,True,False
7271,0,0.0,0,0.0,16,318.0666667,0.025,,0.0,0.0,Jul,3,2,3,1,Returning_Visitor,False,False
10504,2,217.0,0,0.0,34,409.5,0.0,0.005555556,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,False
2935,1,8.0,0,0.0,28,643.875,0.0,,0.0,0.6,May,2,4,1,2,New_Visitor,False,False
5600,6,45.03333333,1,69.6,120,5771.466862,0.002755906,0.014537746,4.586910248,0.0,Aug,4,2,1,2,Returning_Visitor,False,False
3239,2,33.0,0,0.0,13,1649.0,0.0,0.033333333,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
1634,0,0.0,0,0.0,2,32.0,0.0,,0.0,0.0,Mar,2,4,3,3,Returning_Visitor,False,False
11300,0,0.0,0,0.0,88,5093.3,0.004924242,0.023393841,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
2327,2,18.0,4,15.0,30,569.1190476,0.0,0.04,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
226,5,74.25,2,84.0,37,1599.083333,0.0,0.006578947,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
4032,0,0.0,1,0.0,50,1115.459524,0.007843137,0.015686275,0.0,0.0,May,3,2,6,4,Returning_Visitor,True,False
9643,1,0.0,0,0.0,77,4350.647321,0.012727273,0.023842532,14.38546841,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
2991,0,0.0,0,0.0,1,0.0,0.0,,0.0,0.2,May,2,2,6,1,Returning_Visitor,False,False
2414,9,281.75,2,144.5,116,7009.095996,0.0,0.011083789,4.947766276,0.8,May,6,2,2,3,Returning_Visitor,False,False
6909,1,150.2,1,31.7,7,93.9,0.0,,0.0,0.0,Oct,1,2,3,2,New_Visitor,True,False
5842,0,0.0,0,0.0,6,1156.5,0.0,0.033333333,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,False,False
331,3,48.5,0,0.0,55,1042.242857,0.0,0.002222222,0.0,0.0,Mar,4,2,1,2,New_Visitor,False,False
11328,0,0.0,3,321.0,31,916.625,0.006617647,0.034935897,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
11769,5,187.875,1,32.5,34,2719.525974,0.016447876,0.029992691,3.222261703,0.0,Nov,3,2,3,2,Returning_Visitor,False,False
9214,9,283.25,0,0.0,38,1166.166667,0.0,,18.60589711,0.0,Nov,1,1,9,20,New_Visitor,False,True
7357,1,54.4,6,505.6,21,838.15,0.0,0.0,0.0,0.0,Nov,2,2,3,2,New_Visitor,True,False
2776,11,376.5,4,63.0,104,2743.819189,0.0,0.007753623,7.345321739,0.0,May,1,1,2,20,Returning_Visitor,False,False
11561,5,262.1212121,1,0.0,117,7468.860173,0.012900188,0.020948132,3.014025584,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
6925,4,133.8,0,0.0,10,299.5,0.072222222,0.063095238,0.0,0.0,Jul,1,8,7,1,Returning_Visitor,False,False
1939,4,55.5,0,0.0,33,1274.190476,0.005714286,0.009285714,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,True,False
3032,3,149.0,0,0.0,25,1294.183333,0.014814815,0.02962963,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
10427,1,5.0,0,0.0,63,1405.327056,0.003174603,,8.44235219,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
3136,0,0.0,0,0.0,3,35.0,0.066666667,0.1,0.0,0.6,May,1,1,3,3,Returning_Visitor,False,False
2370,3,277.6666667,1,32.0,32,1671.257393,0.005555556,0.017195767,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,False
6338,0,0.0,0,0.0,80,1566.333333,0.005,0.027916667,0.720181023,0.0,Sep,2,2,6,1,Returning_Visitor,False,True
9781,0,0.0,0,0.0,1,0.0,0.2,,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,True,False
3223,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,1,2,3,2,Returning_Visitor,False,False
12222,0,0.0,0,0.0,18,541.9166667,0.0,0.015686275,0.0,0.0,Nov,3,2,1,2,New_Visitor,True,False
6970,1,0.0,0,0.0,28,219.8,0.0,0.037931034,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,True,False
10428,0,0.0,0,0.0,15,612.0,0.0,0.013333333,0.0,0.0,Nov,1,2,8,2,Returning_Visitor,True,False
7061,5,91.31666667,0,0.0,29,1352.976722,0.01125,,7.91345877,0.0,Nov,1,1,6,1,Returning_Visitor,False,False
2542,5,243.0,3,106.0,22,1654.722222,0.028571429,0.028214286,31.178125,0.0,May,4,2,1,1,Returning_Visitor,False,False
4611,5,69.5,0,0.0,4,34.5,0.0,0.026666667,0.0,0.0,May,2,2,3,4,Returning_Visitor,True,False
5947,3,50.15,0,0.0,26,1107.116667,0.0,0.009490509,0.0,0.0,Aug,2,2,1,1,Returning_Visitor,False,False
10395,2,21.25,0,0.0,33,968.6444444,0.019191919,0.023480257,0.0,0.0,Nov,3,2,1,8,Returning_Visitor,True,False
6902,3,83.6,0,0.0,6,314.4,0.0,,0.0,0.0,Oct,1,1,4,2,New_Visitor,False,False
12243,3,18.0,0,0.0,2,8.0,0.0,,0.0,0.0,Dec,8,13,9,20,Other,False,False
3106,0,0.0,0,0.0,8,133.0,0.0,0.025,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False
5390,0,0.0,0,0.0,3,189.0,0.0,0.066666667,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,False
7893,12,184.4173601,1,13.0,159,6137.14491,0.011276738,,18.23386055,0.0,June,2,4,3,2,Returning_Visitor,False,False
28,0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,Feb,2,6,1,3,Returning_Visitor,False,False
9806,8,183.0833333,1,40.5,349,6879.801826,0.000568182,,1.625051033,0.0,Nov,4,2,9,10,Returning_Visitor,False,False
12269,7,111.0833333,0,0.0,24,431.5,0.008,0.012,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,False,False
863,6,352.5,0,0.0,21,696.6666667,0.0,0.0125,75.06781572,0.0,Mar,2,2,6,10,New_Visitor,True,True
5536,18,189.2646154,0,0.0,38,777.4146154,0.004255319,0.016960486,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,True,False
583,0,0.0,0,0.0,7,495.0,0.0,0.00952381,0.0,0.0,Mar,4,1,3,2,Returning_Visitor,False,False
10441,0,0.0,0,0.0,10,348.25,0.02,0.024,0.0,0.0,Nov,2,2,4,13,Returning_Visitor,False,False
7372,3,63.0,0,0.0,2,14.6,0.0,,0.0,0.0,Oct,1,1,1,2,New_Visitor,False,False
76,10,1005.666667,0,0.0,36,2111.341667,0.004347826,,11.43941195,0.0,Feb,2,6,1,2,Returning_Visitor,False,True
6507,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,2,4,9,3,Returning_Visitor,False,False
6379,4,143.0666667,1,6.5,74,1294.405,0.002666667,0.010666667,0.0,0.0,Aug,2,2,3,1,Returning_Visitor,True,False
5553,0,0.0,0,0.0,11,287.5,0.0,,0.0,0.0,Oct,2,4,2,1,Returning_Visitor,False,False
10079,0,0.0,1,17.75,65,6203.690476,0.007395833,0.027280668,0.0,0.0,Dec,2,1,1,2,Returning_Visitor,False,False
3641,0,0.0,0,0.0,17,212.8333333,0.041176471,0.067647059,0.0,0.4,May,1,1,4,3,Returning_Visitor,False,False
9919,11,494.5333333,0,0.0,33,2070.616667,0.0,,9.581162201,0.0,Nov,2,5,1,3,Returning_Visitor,False,True
9745,4,24.5,0,0.0,29,749.125,0.005882353,,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,True
5714,0,0.0,0,0.0,62,2636.513492,0.04781874,0.061364567,0.0,0.0,Jul,3,2,3,13,Returning_Visitor,True,False
2135,0,0.0,0,0.0,5,252.5,0.0,0.02,0.0,0.0,May,2,2,2,2,Returning_Visitor,False,False
3555,1,12.5,0,0.0,51,769.9928571,0.0,0.004081633,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,False
5162,2,46.5,1,377.0,6,117.5,0.045454545,0.060606061,0.0,0.4,May,1,1,3,1,Returning_Visitor,False,False
7390,4,62.9,5,482.4,4,128.5,0.0,0.018181818,0.0,0.0,Sep,2,2,1,5,New_Visitor,False,False
10516,0,0.0,1,0.0,82,2710.381731,0.004938272,0.021957672,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,False,True
573,0,0.0,0,0.0,12,323.0,0.033333333,,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
7125,0,0.0,0,0.0,22,337.1,0.0,0.027272727,0.0,0.0,Aug,2,4,1,3,Returning_Visitor,False,False
7451,4,95.8,2,35.7,14,380.2666667,0.0,0.011111111,0.0,0.0,Oct,2,4,7,2,New_Visitor,False,False
8504,1,5.5,0,0.0,103,2429.279762,0.034951923,,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
4006,0,0.0,0,0.0,24,805.0,0.0,0.008695652,53.988,0.0,May,2,2,1,2,New_Visitor,True,True
3063,1,38.0,2,20.0,57,2931.580303,0.004,0.021833333,0.0,1.0,May,2,2,4,2,Returning_Visitor,True,False
71,0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,Feb,2,6,6,1,Returning_Visitor,False,False
9754,0,0.0,0,0.0,9,444.0,0.0,0.044444444,0.0,0.0,Nov,2,2,6,13,Returning_Visitor,False,False
4971,2,27.58333333,0,0.0,22,420.2,0.008695652,0.01516165,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
5446,4,316.5,0,0.0,8,298.6904762,0.0,0.002083333,0.0,0.0,May,3,2,2,2,Returning_Visitor,True,False
1140,0,0.0,0,0.0,9,459.8307692,0.0,0.001587302,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,True,False
3328,8,144.5,4,181.7222222,52,2826.790048,0.007258065,,0.0,0.0,May,3,2,3,13,Returning_Visitor,True,False
6033,2,21.0,0,0.0,9,84.1,0.0,0.006060606,0.0,0.0,Oct,2,2,3,2,New_Visitor,False,False
3423,2,39.0,0,0.0,9,128.0,0.0,0.018181818,0.0,0.0,May,2,2,1,2,New_Visitor,False,False
19,0,0.0,0,0.0,20,2981.166667,0.0,,0.0,0.0,Feb,2,4,4,4,Returning_Visitor,False,False
10878,5,98.91666667,0,0.0,10,177.5833333,0.0,,0.0,0.0,Nov,4,2,7,2,Returning_Visitor,False,False
744,0,0.0,0,0.0,20,1117.333333,0.0,,0.0,0.0,Mar,2,4,7,2,Returning_Visitor,False,False
7028,1,5.0,0,0.0,5,95.1,0.066666667,,0.0,0.0,Oct,1,1,4,4,Returning_Visitor,False,False
7591,0,0.0,0,0.0,6,231.8,0.066666667,,0.0,0.0,Oct,2,5,3,2,Returning_Visitor,False,False
4377,0,0.0,0,0.0,4,137.0,0.15,0.15,0.0,0.2,May,3,3,2,11,Returning_Visitor,False,False
6145,2,28.2,1,0.0,114,3161.074762,0.017699115,,0.0,0.0,Aug,2,2,2,1,Returning_Visitor,False,False
11053,0,0.0,0,0.0,24,806.125,0.0,0.016666667,0.0,0.0,Nov,1,1,6,3,Returning_Visitor,False,False
4738,0,0.0,0,0.0,8,358.0,0.05,,0.0,1.0,May,1,1,1,2,Returning_Visitor,True,False
10994,1,12.0,2,39.5,23,488.75,0.0,0.015277778,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,True,False
6290,1,29.2,0,0.0,0,0.0,0.0,,0.0,0.0,Nov,1,1,4,2,Returning_Visitor,True,True
10021,3,89.75,2,16.0,36,1751.847727,0.005263158,0.023684211,0.0,0.0,Nov,2,2,7,1,Returning_Visitor,False,False
6524,0,0.0,0,0.0,3,41.4,0.0,0.066666667,0.0,0.0,Sep,2,2,7,2,Returning_Visitor,False,False
10856,3,34.0,3,66.0,20,374.4166667,0.033333333,0.076086957,0.0,0.0,Dec,3,2,1,13,Returning_Visitor,False,False
9240,0,0.0,0,0.0,9,53.0,0.066666667,,0.0,0.0,Dec,2,5,3,1,Returning_Visitor,True,False
12315,0,0.0,0,0.0,7,212.5,0.0,0.033333333,0.0,0.0,Nov,3,2,1,11,Returning_Visitor,True,False
200,1,32.0,0,0.0,50,2867.0,0.0,,153.4432478,0.0,Mar,2,2,7,8,Returning_Visitor,True,True
2099,3,154.5,0,0.0,21,638.3333333,0.0,0.047222222,0.0,0.0,May,2,5,4,4,Returning_Visitor,False,False
2335,4,92.25,1,0.0,47,1506.220833,0.0,,8.011553351,0.4,May,2,2,1,2,Returning_Visitor,False,True
1258,7,110.25,0,0.0,20,266.5833333,0.011111111,0.039753086,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
8795,1,0.0,0,0.0,2,66.5,0.0,0.1,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,True,False
9066,0,0.0,4,115.8,95,2500.128052,0.005342081,0.011832634,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
8957,9,739.125,0,0.0,19,1655.190476,0.0,0.022666667,27.97007005,0.0,Dec,1,1,7,2,New_Visitor,False,False
2706,0,0.0,0,0.0,15,272.3333333,0.013333333,0.02,0.0,1.0,May,1,1,1,3,Returning_Visitor,True,False
7757,8,574.55,0,0.0,15,571.4238596,0.031578947,,0.0,0.0,Oct,3,2,4,2,Returning_Visitor,False,False
7394,6,90.6,0,0.0,10,384.8,0.0,0.015384615,0.0,0.0,Aug,1,2,3,2,New_Visitor,True,False
5598,3,43.2,0,0.0,7,137.0,0.0,,0.0,0.0,June,2,4,6,2,New_Visitor,True,False
7585,1,45.4,0,0.0,41,1227.713333,0.019512195,,0.0,0.0,Oct,1,1,3,3,Returning_Visitor,False,False
584,4,84.0,0,0.0,21,270.0,0.0,0.002380952,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,False,False
1222,0,0.0,0,0.0,9,218.0,0.0,0.033333333,0.0,0.0,Mar,2,2,6,3,Returning_Visitor,True,False
4916,0,0.0,0,0.0,3,62.0,0.0,0.066666667,0.0,0.8,May,3,2,8,2,Returning_Visitor,False,False
2660,2,161.0,0,0.0,28,1286.75,0.0,0.007692308,0.0,0.0,May,1,2,6,4,Returning_Visitor,True,False
11435,7,120.375,0,0.0,17,446.3833333,0.0,0.008333333,0.0,0.0,Dec,2,2,7,2,New_Visitor,False,False
5449,5,69.5,4,116.0,84,2839.75,0.0,0.006593407,6.281494505,0.0,May,2,4,9,2,New_Visitor,False,False
11306,1,7.0,2,12.0,5,412.25,0.0,0.0375,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
1867,2,6.0,1,35.0,12,240.0,0.014285714,0.042857143,0.0,0.0,Mar,2,2,7,10,Returning_Visitor,False,False
1962,0,0.0,0,0.0,6,197.0,0.0,,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
7216,0,0.0,0,0.0,20,436.1,0.04,0.07,0.0,0.0,June,1,1,4,3,Returning_Visitor,False,False
1742,0,0.0,0,0.0,13,437.25,0.069230769,0.102564103,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,False
7117,1,28.2,0,0.0,20,679.5666667,0.0,0.006349206,0.0,0.0,Nov,2,2,2,3,New_Visitor,False,False
2364,0,0.0,0,0.0,5,214.0,0.0,0.04,0.0,0.0,May,3,2,8,1,Returning_Visitor,False,False
3711,3,23.0,0,0.0,14,243.8333333,0.0,0.011764706,0.0,0.0,May,2,4,2,2,New_Visitor,False,False
243,0,0.0,1,1220.0,28,2389.333333,0.016666667,0.030833333,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
5627,3,69.6,0,0.0,9,199.1333333,0.0,,0.0,0.0,Jul,1,1,1,2,New_Visitor,False,False
8309,4,91.0,0,0.0,12,197.0,0.0,,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,False
3603,5,55.5,0,0.0,4,24.5,0.022222222,0.037037037,0.0,1.0,May,3,2,6,3,Returning_Visitor,True,False
6348,2,241.6,0,0.0,28,920.7,0.0,,0.0,0.0,Nov,1,8,3,20,Returning_Visitor,False,False
7702,0,0.0,0,0.0,24,1884.7,0.032,0.068,0.0,0.0,Sep,2,2,4,13,Returning_Visitor,False,False
8837,0,0.0,0,0.0,11,335.0,0.036363636,0.060606061,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,True,False
9978,6,166.375,1,0.0,39,1858.833333,0.001515152,0.011818182,50.17693633,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
8414,0,0.0,0,0.0,8,64.0,0.0,,0.0,0.0,Dec,2,2,3,8,New_Visitor,False,False
8034,0,0.0,0,0.0,5,219.0,0.0,0.04,0.0,0.0,Nov,1,8,7,6,Returning_Visitor,False,False
2701,0,0.0,0,0.0,2,23.0,0.0,,0.0,0.8,May,2,2,1,4,Returning_Visitor,False,False
8803,8,487.0,0,0.0,28,839.5178571,0.0,0.003125,0.0,0.0,Dec,1,1,3,2,Returning_Visitor,True,False
10653,0,0.0,0,0.0,3,25.5,0.066666667,0.133333333,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,True,False
1477,0,0.0,0,0.0,13,1476.3,0.007692308,0.012820513,0.0,0.0,Mar,2,2,3,8,Returning_Visitor,False,False
7447,2,17.0,0,0.0,6,35.2,0.025,,0.0,0.0,Aug,2,2,7,1,Returning_Visitor,False,False
4715,0,0.0,0,0.0,16,973.5,0.025,0.045833333,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
2581,2,25.0,3,52.0,60,4139.625,0.013636364,0.032912458,5.976060606,0.4,May,2,2,4,13,Returning_Visitor,False,False
7566,5,46.5,0,0.0,94,1729.716667,0.005050505,,6.322599996,0.0,Aug,2,2,8,1,Returning_Visitor,False,False
9118,0,0.0,1,9.0,48,1512.75,0.004081633,,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
10534,0,0.0,0,0.0,3,71.5,0.066666667,,0.0,0.0,Nov,2,2,3,3,Returning_Visitor,False,False
2732,3,45.5,0,0.0,43,1738.25,0.006349206,,0.0,0.0,May,2,5,7,3,Returning_Visitor,False,False
9505,2,48.5,2,32.0,45,2336.319444,0.020833333,0.039236111,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
430,2,74.0,0,0.0,13,429.0,0.013333333,0.040444444,0.0,0.0,Mar,2,4,3,6,Returning_Visitor,False,False
5078,0,0.0,0,0.0,39,1183.5,0.012820513,0.033333333,0.0,0.0,May,2,2,7,1,Returning_Visitor,False,False
11576,3,50.0,5,248.75,39,1034.3125,0.013043478,0.017826087,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
8790,0,0.0,0,0.0,1,0.0,0.2,,0.0,0.0,Nov,2,4,3,1,Returning_Visitor,False,False
8165,0,0.0,0,0.0,21,173.0,0.00952381,,0.0,0.0,Dec,1,2,3,3,Returning_Visitor,False,False
309,5,86.0,0,0.0,23,267.3,0.0,0.016,0.0,0.0,Mar,1,1,4,9,Returning_Visitor,True,False
6317,1,21.2,0,0.0,24,1123.246667,0.0,0.017391304,30.04921703,0.0,Sep,2,2,3,2,Returning_Visitor,False,True
12132,0,0.0,2,407.5,14,1043.15,0.05,0.08125,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
1919,5,825.0,0,0.0,33,808.1666667,0.0,0.005405405,20.85956757,0.0,Mar,2,4,9,10,New_Visitor,False,True
8264,1,11.16666667,3,63.5,28,2245.333333,0.002580645,0.028494624,36.2003121,0.0,Nov,4,2,1,11,Returning_Visitor,False,True
7448,3,100.92,0,0.0,9,168.02,0.0,,0.0,0.0,Oct,3,2,1,1,Returning_Visitor,True,False
1199,0,0.0,0,0.0,8,83.0,0.057142857,,0.0,0.0,Mar,1,2,2,1,Returning_Visitor,False,False
320,1,38.0,0,0.0,23,1483.6,0.022916667,0.038373016,7.103020833,0.0,Mar,3,2,6,1,Returning_Visitor,False,True
9864,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,3,1,Other,True,False
3097,3,29.33333333,0,0.0,35,468.0,0.011428571,0.022857143,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
11557,1,206.0,2,69.5,65,1140.791667,0.0,,6.641911419,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
1197,0,0.0,0,0.0,5,50.5,0.0,,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
781,0,0.0,0,0.0,7,203.5,0.0,0.033333333,0.0,0.0,Mar,1,1,1,9,New_Visitor,True,False
4441,6,75.0,0,0.0,33,1930.333333,0.012222222,,0.0,0.0,May,2,2,4,11,Returning_Visitor,False,False
7430,1,17.6,0,0.0,12,1192.866667,0.0,0.019230769,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,False,False
11059,1,12.0,2,11.0,18,974.1666667,0.005454545,0.032251082,0.0,0.0,Nov,3,2,1,2,New_Visitor,False,False
9083,0,0.0,0,0.0,21,685.1744048,0.028571429,,0.0,0.0,Nov,1,1,8,1,Returning_Visitor,True,True
5744,3,102.8,0,0.0,25,1109.233333,0.0,0.001666667,61.30486592,0.0,Aug,2,2,6,5,New_Visitor,False,True
8783,0,0.0,0,0.0,7,1264.833333,0.073376623,0.075604396,0.0,0.0,Dec,3,2,1,13,Returning_Visitor,False,False
8248,12,159.8958333,0,0.0,121,3648.5625,0.001927438,0.009409219,3.322866215,0.0,Nov,2,2,5,7,Returning_Visitor,False,False
8894,2,121.0,0,0.0,28,1830.583333,0.015555556,0.015740741,111.5113802,0.0,Dec,1,1,6,2,Returning_Visitor,True,False
3611,3,53.5,0,0.0,26,1097.05,0.0,0.019605911,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,False
11970,0,0.0,1,0.0,5,430.1666667,0.0,,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
414,1,23.0,0,0.0,15,656.25,0.028571429,,0.0,0.0,Mar,1,1,8,2,Returning_Visitor,True,False
6981,2,337.6,0,0.0,2,8.0,0.0,0.04,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,True
9488,10,84.4375,3,147.0,35,1092.354167,0.005073996,,0.0,0.0,Nov,2,5,9,8,Returning_Visitor,True,False
7930,2,78.64980843,0,0.0,117,4185.096695,0.024119241,,2.427453927,0.0,Jul,2,2,1,1,Returning_Visitor,False,True
3205,6,107.0,1,10.5,5,39.5,0.0,0.0125,0.0,0.0,May,2,2,1,5,New_Visitor,False,False
2904,0,0.0,0,0.0,25,1250.5,0.056,0.072,0.0,0.0,May,2,2,3,3,Returning_Visitor,False,False
11416,4,26.75,1,0.0,20,1029.25,0.021153846,0.03974359,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
11688,0,0.0,0,0.0,73,3324.597222,0.017123288,0.040273973,0.0,0.0,Nov,2,2,1,13,Returning_Visitor,False,True
10211,0,0.0,0,0.0,20,1245.57619,0.0,0.005263158,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
5625,0,0.0,0,0.0,13,517.4,0.0,0.034285714,4.856377111,0.0,Nov,2,2,1,20,Returning_Visitor,True,True
4137,4,144.5,0,0.0,19,885.125,0.021052632,0.050877193,0.0,0.6,May,3,2,6,13,Returning_Visitor,False,False
3625,0,0.0,0,0.0,22,647.6666667,0.009090909,0.026060606,0.0,1.0,May,2,2,4,3,Returning_Visitor,True,False
2208,2,418.6666667,0,0.0,21,1845.666667,0.018787879,0.023939394,23.069,0.0,May,2,2,1,5,Returning_Visitor,False,False
4410,0,0.0,0,0.0,62,1471.858333,0.060655738,,0.0,1.0,May,3,2,3,13,Returning_Visitor,True,False
1774,3,42.6,2,41.5,18,1049.516667,0.023809524,0.03968254,14.25648352,0.0,Mar,3,2,2,3,Returning_Visitor,True,True
8060,0,0.0,0,0.0,38,1185.986275,0.0,0.009501385,0.0,0.0,Nov,1,1,4,3,Returning_Visitor,False,False
1157,10,117.3333333,0,0.0,28,631.9896825,0.017647059,,10.16517157,0.0,Mar,3,7,1,2,Returning_Visitor,False,True
5077,0,0.0,0,0.0,9,890.0,0.044444444,0.066666667,0.0,0.4,May,2,2,6,19,Returning_Visitor,False,False
5727,3,82.6,0,0.0,1,16.2,0.0,,0.0,0.0,Nov,2,2,9,2,New_Visitor,False,False
813,0,0.0,0,0.0,22,1310.5,0.00952381,0.028571429,23.86359286,0.0,Mar,2,2,1,1,Returning_Visitor,False,True
9708,5,121.2666667,0,0.0,8,114.6,0.0,0.01,0.0,0.0,Nov,1,1,1,2,New_Visitor,True,False
5511,6,53.0,0,0.0,40,778.8333333,0.0,0.009469697,8.480846261,0.0,Aug,1,1,1,4,New_Visitor,True,False
789,0,0.0,0,0.0,3,30.0,0.0,,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
9196,5,62.0,0,0.0,30,3815.166667,0.0,0.026200717,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,False
5482,2,196.6,0,0.0,31,1514.3,0.036363636,0.066666667,0.0,0.0,Aug,1,8,7,1,Returning_Visitor,True,False
765,0,0.0,0,0.0,4,173.5,0.0,,0.0,0.0,Mar,3,3,4,3,Returning_Visitor,True,False
724,0,0.0,0,0.0,1,0.0,0.2,,0.0,0.0,Mar,1,1,2,1,Returning_Visitor,False,False
5337,0,0.0,0,0.0,16,1432.5,0.0,,22.319125,0.0,May,1,1,4,4,Returning_Visitor,True,False
11360,1,28.25,1,0.0,10,128.5,0.030555556,,0.0,0.0,Nov,3,2,3,6,Returning_Visitor,True,False
6191,7,317.9142857,4,216.5666667,35,910.0809524,0.0,,40.78047078,0.0,Sep,2,4,3,5,New_Visitor,False,False
7039,11,373.62,9,322.8,191,3677.258176,0.009105691,0.024303938,0.0,0.0,Aug,2,2,6,1,Returning_Visitor,True,False
2827,7,65.83333333,0,0.0,7,156.8333333,0.0,0.02,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,False
8993,9,227.6,0,0.0,54,1935.06131,0.006557377,0.022222222,42.19732111,0.0,Dec,1,2,1,2,Returning_Visitor,False,True
669,2,20.5,0,0.0,21,719.7380952,0.004347826,0.010434783,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
4210,0,0.0,0,0.0,1,13.0,0.0,0.05,0.0,0.0,May,3,2,1,3,New_Visitor,False,False
11988,14,228.748539,6,121.5833333,336,12166.69424,0.0,0.012143626,0.067049546,0.0,Nov,2,2,7,2,Returning_Visitor,False,True
6907,1,54.9,0,0.0,4,111.1333333,0.0,0.0,0.0,0.0,Aug,3,2,3,1,Returning_Visitor,False,False
8182,6,109.6666667,0,0.0,7,86.16666667,0.006666667,0.051111111,0.0,0.0,Dec,2,5,7,2,Returning_Visitor,False,True
108,0,0.0,0,0.0,2,114.0,0.05,,0.0,0.8,Feb,3,3,1,3,Returning_Visitor,False,False
11194,3,72.5,2,523.75,8,178.75,0.023076923,0.069230769,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
521,3,58.0,0,0.0,23,364.1666667,0.004,0.02,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
3436,0,0.0,0,0.0,4,112.5,0.0,0.05,0.0,0.0,May,3,2,1,6,Returning_Visitor,False,False
4301,8,228.8333333,1,61.0,66,1505.333333,0.0,,0.0,0.0,May,2,10,4,2,Returning_Visitor,False,False
